Bus,ZoneBus,Xcoord,Ycoord,Country,lat_known,lon_known,lat_pred,lon_pred
D-54,DE/LX,477.20001221,765.59248352,D,,,52.4085817275319,8.91935392749351
D-188,DE/LX,711,547.5,D,,,48.9085190869748,13.3716021997987
D-56,DE/LX,403.01998901,763.78500366,D,,,52.4715918329338,7.24388018286329
D-50,DE/LX,451.95999146,776.2199707,D,,,52.5988326440419,8.37248050866857
D-55,DE/LX,549.27001953,765.04499817,D,,,52.312747500902,10.5425843311624
D-41,DE/LX,692.59002686,801.86251831,D,,,52.6820421549251,13.9068132779433
D-60,DE/LX,512.7199707,762.17999268,D,,,52.3143571394353,9.71165787996993
D-59,DE/LX,487.85998535,762.63748169,D,,,52.3513615638048,9.15283109988485
D-62,DE/LX,733.5,760.42501831,D,,,52.0207324429279,14.6771239301072
D-64,DE/LX,526.70001221,758.07000732,D,,,52.2360164702985,10.0159718453289
D-58,DE/LX,579.69000244,762.85501099,D,,,52.2431721344261,11.2218876952826
D-63,DE/LX,450.13000488,760.05747986,D,,,52.3584053140634,8.29764137606442
D-68,DE/LX,738.80999756,744.21002197,D,,,51.7756871900901,14.7328949145357
D-10,DE/LX,490.70001221,872.02496338,D,,,53.9857304817492,9.47187568567895
D-179,DE/LX,535.59997559,563.11500549,D,,,49.3153413264929,9.70511595177094
D-8,DE/LX,650.0300293,886.05001831,D,,,53.982027713623,13.2202282728429
D-6,DE/LX,495.70999146,895.64245605,D,,,54.3325765695116,9.64409291443232
D_Diele,DE/LX,400.57998657,803.45251465,D,53.1262795053365,7.31103593951787,53.0721833442108,7.25834442809434
D-66,DE/LX,481.04998779,752.00999451,D,,,52.2003974798121,8.97531917509195
D-57,DE/LX,710.23999023,763.63499451,D,,,52.0962346729484,14.1655662444114
D-197,DE/LX,651.64001465,529.46250916,D,,,48.7002592301994,12.0561302196467
D-77,DE/LX,743.29998779,732.78749084,D,,,51.6022878258654,14.7882512381371
D-76,DE/LX,425.01000977,732.90751648,D,,,51.9804662140299,7.6804375376496
D-81,DE/LX,482.95999146,724.70251465,D,,,51.7890180479693,8.9558965583974
D-75,DE/LX,527.53997803,732.96748352,D,,,51.8601088939196,9.97036732286793
D-80,DE/LX,762.9699707,726.84750366,D,,,51.4917661893823,15.2032388033914
D-84,DE/LX,477.07000732,717.26248169,D,,,51.6844318936243,8.80797378420725
D-74,DE/LX,504.8500061,738.68247986,D,,,51.9724282818019,9.47747721004551
D-83,DE/LX,732.41998291,719.07751465,D,,,51.4133112731084,14.4919359408253
D-87,DE/LX,583.39001465,716.68501282,D,,,51.5518287017195,11.16997153637
D-164,DE/LX,443.26000977,589.52998352,D,,,49.8051050948805,7.79754537746934
D-89,DE/LX,661.95001221,716.50502014,D,,,51.4575797060004,12.9155938323205
D-88,DE/LX,434.17001343,716.53500366,D,,,51.7235359254802,7.8527967963288
D-86,DE/LX,449.73001099,717.01501465,D,,,51.7126057351663,8.19964365916455
E_obermo,DE/LX,554,457.5,D,,,47.7224090197432,9.80649328242827
D-85,DE/LX,621.5,717.19500732,D,,,51.5149665953595,12.018704209398
D-73,DE/LX,448.76998901,739.56001282,D,,,52.0522614806695,8.2247766389243
D-102,DE/LX,396.26000977,704.45251465,D,,,51.5856378822382,6.98935046563846
D-103,DE/LX,664.78997803,703.93501282,D,,,51.2683299295534,12.9352925982238
D-100,DE/LX,378,706,D,,,51.6300447389113,6.58738912400379
D-106,DE/LX,517,697.77749634,D,,,51.3466470801761,9.64694999153462
D-105,DE/LX,405.82998657,698.05499268,D,,,51.478252519195,7.18990185483986
D-99,DE/LX,645.39001465,705.92999268,D,,,51.320240866693,12.5123056000788
D-109,DE/LX,390.51000977,695.49000549,D,,,51.4571464467371,6.84688472153022
D-110,DE/LX,404.25,693.25502014,D,,,51.4077661946663,7.14645510479877
D-108,DE/LX,416.13000488,696,D,,,51.4355161061224,7.41381067708072
D-112,DE/LX,517.20001221,689.93247986,D,,,51.2291728237921,9.63173732246582
D-111,DE/LX,430.66000366,691.59750366,D,,,51.3526976025842,7.72628560736044
D-107,DE/LX,486.19000244,697.22250366,D,,,51.3736500935624,8.96458090688654
D-98,DE/LX,717.28997803,707.36251831,D,,,51.2583325378782,14.1109529474253
D-117,DE/LX,661.23999023,681.9375,D,,,50.9469467575179,12.781184832185
D-116,DE/LX,464.38000488,682.28997803,D,,,51.1746510400712,8.4502379878466
D-115,DE/LX,640.42999268,684.50999451,D,,,51.0085764294341,12.3317643628876
D-119,DE/LX,506.02999878,677.82000732,D,,,51.0607225500287,9.35593429654699
D-118,DE/LX,559.25,679.28251648,D,,,51.022613984295,10.5296313199348
D-120,DE/LX,447.07000732,673.95748901,D,,,51.0690790939646,8.05222396617349
D-114,DE/LX,625.5300293,685.65000916,D,,,51.0423602639284,12.0073079095332
D-147,DE/LX,384.07000732,625.30499268,D,,,50.4059104409832,6.58922324450784
D-125,DE/LX,654,668.25,D,,,50.7525039796113,12.5755429679828
D-124,DE/LX,524.59997559,668.67750549,D,,,50.9032548723052,9.74073728263922
D-123,DE/LX,400.23999023,669.11251831,D,,,51.0486060728306,7.0157150785974
D-97,DE/LX,473.14001465,707.51248169,D,,,51.5428557085597,8.69897157882935
D-104,DE/LX,407.6499939,702.50999451,D,,,51.5432519765738,7.23814059367359
D-122,DE/LX,683.4699707,671.08502197,D,,,50.76150751098,13.2315344769216
D-101,DE/LX,436.04000854,705.50999451,D,,,51.5556590195021,7.87253957359007
D_233,DE/LX,688,512.25,D,,,48.410721218178,12.7583992388634
D-113,DE/LX,671.27496338,687.36749268,D,,,51.0158946714895,13.0209803340074
D-72,DE/LX,468.33999634,739.6875,D,,,52.0308947487899,8.66294719993522
D-148,DE/LX,489.33999634,623.00248718,D,,,50.2586701432938,8.86178554192907
D-138,DE/LX,483.27999878,650.71499634,D,,,50.6802882727835,8.79403975415216
D_Tienge,DE/LX,484,450,D,47.6342432048346,8.25826262052228,47.6728800542379,8.35037522098261
D-130,DE/LX,470.63000488,658.19998169,D,,,50.8063967757862,8.53472146277892
D-129,DE/LX,625.77001953,662.79748535,D,,,50.7031231125998,11.9393979752995
D-133,DE/LX,461.57998657,657.11997986,D,,,50.8001962245052,8.33465475586601
D_Siersd,DE/LX,365,657,D,50.9122939442456,6.21635771531895,50.9050203612605,6.22478423588151
D-137,DE/LX,398.61999512,650.87251282,D,,,50.7755752089164,6.94850223180225
D-136,DE/LX,377,653,D,,,50.8314109823905,6.48050821118628
D_Rommer,DE/LX,382.0250001,664,D,51.008889,6.701667,50.9918208015267,6.60808076973234
D-135,DE/LX,599.69000244,653.07000732,D,,,50.5875243136458,11.3392316935693
D_engstl,DE/LX,478.92001343,454.21499634,D,48.310278,8.8725,47.7405602213272,8.25570279667089
D-131,DE/LX,445.23001099,657.57751465,D,,,50.8251206357714,7.97843949251409
D-143,DE/LX,457.73999023,630.10501099,D,,,50.3990296073539,8.19352223718858
D-142,DE/LX,604.48999023,635.28749084,D,,,50.3180896972967,11.3894403593263
D-144,DE/LX,423.19000244,626.74497986,D,,,50.3856671149355,7.43846195083378
D-141,DE/LX,407.6499939,642.06001282,D,,,50.6329594259755,7.12956014559965
D-145,DE/LX,439.13000488,626.38499451,D,,,50.3631596727502,7.78281205437549
D-149,DE/LX,502.60998535,620.42248535,D,,,50.2058897944082,9.14252013927465
D-150,DE/LX,599.34997559,619.70251465,D,,,50.0920546851173,11.2306230503715
D-146,DE/LX,429.67001343,625.62748718,D,,,50.3619138267476,7.57657553285118
D-140,DE/LX,632.09997559,642.90751648,D,,,50.401204897224,12.0133815689268
D-153,DE/LX,480,612.98249817,D,,,50.1185163219911,8.63714482664405
D_kuhmoo,DE/LX,465.9082283,446.8164566,D,47.595833,7.9575,47.6412273213647,7.97243279922382
D-82,DE/LX,696.95001221,721.07249451,D,,,51.4841942887877,13.7102637219968
D-154,DE/LX,555.15997314,611.33248901,D,,,50.0143712127868,10.2530059494496
D-152,DE/LX,500.67999268,615.01501465,D,,,50.1270393880483,9.08786084808362
D-157,DE/LX,480.73001099,606.13499451,D,,,50.0151480348226,8.63735634481273
D-78,DE/LX,460.1499939,730.99497986,D,,,51.9102131872866,8.46112696824865
D-156,DE/LX,651.64001465,606.44252014,D,,,49.8400197681921,12.3155407105954
D-139,DE/LX,529.84997559,648.01501465,D,,,50.5888619245578,9.80241034393033
D-155,DE/LX,468,609,D,,,50.071495309825,8.36973000748722
D-151,DE/LX,588.2199707,615.90000916,D,,,50.0473629222954,10.9789273153399
D-127,DE/LX,424.98001099,666.66000366,D,,,50.9840953501382,7.55336899023041
D_Gronau,DE/LX,395.17001343,744.25502014,D,52.202778,7.034444,52.1867795356194,7.03349753979917
D-163,DE/LX,529.09002686,592.84501648,D,,,49.7658489276833,9.64354680931258
D-69,DE/LX,520.82000732,742.98001099,D,,,52.0176576621468,9.84558202237
D-162,DE/LX,401,596,D,,,49.9462812571478,6.90418632259474
D-165/16,DE/LX,482.51998901,586.98751831,D,,,49.7264164858329,8.63222919864112
D-171,DE/LX,523.83001709,584.66249084,D,,,49.6490735557515,9.50999919768906
D-65,DE/LX,434.3999939,754.27500916,D,,,52.2905342822736,7.93220849030765
D-170,DE/LX,618.97998047,584.80499268,D,,,49.5532708530919,11.5444343720875
D-161,DE/LX,603.22998047,595.74000549,D,,,49.7319324992056,11.2411731472133
D-174,DE/LX,591.89001465,581.53500366,D,,,49.532535163414,10.9555582514795
D-61,DE/LX,475.11999512,761.18998718,D,,,52.345124131453,8.86263941139608
D-173,DE/LX,393,582.75,D,,,49.7548802915725,6.71004060810151
D-231,DE/LX,692,532.5,D,,,48.7058785002203,12.9155481069226
D-172,DE/LX,654.80999756,584.03997803,D,,,49.5050691935912,12.3077984835324
D-160,DE/LX,382,596.25,D,,,49.9698282478049,6.49704883440225
D-178,DE/LX,444.10998535,564.62251282,D,,,49.4300947535085,7.76514573751243
D-51,DE/LX,565.59997559,772.26004028,D,,,52.4003603372977,10.9309716143761
D-177,DE/LX,480.30926504,566.09999084,D,,,49.4157314730494,8.53763160294869
D-53,DE/LX,528.76000977,767.92501831,D,,,52.3806933150726,10.0877110259067
D-180,DE/LX,423.72000122,562.98001099,D,,,49.4259481571671,7.32879161465197
D-42,DE/LX,437.01000977,794.89498901,D,,,52.8978351582969,8.07151055711378
D-176,DE/LX,516.0300293,569.33999634,D,,,49.4280847664675,9.30502892782985
D-49,DE/LX,490.20999146,777.29251099,D,,,52.5679413987469,9.23989070384471
D_oberbr,DE/LX,612,468,D,48.051667,11.293889,47.826253464922,11.0314677891283
D-182,DE/LX,489.67999268,560.74497986,D,,,49.3260842432383,8.72437243750743
D-159,DE/LX,513.03997803,601.67999268,D,,,49.914579960234,9.32147868024041
D-45,DE/LX,640.15002441,788.64001465,D,,,52.5518741837192,12.6687843836872
D-181,DE/LX,524.83001709,560.97001648,D,,,49.2941439520138,9.47091338692688
D-34,DE/LX,668.85998535,807.25497437,D,,,52.7915442544592,13.3850733996058
D-175,DE/LX,504.27999878,576.86997986,D,,,49.5526276266067,9.07323238600073
